STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VEHICLEDESCRIPTOR,VINDECODEDON,VINDECODEERROR,VEHICLETYPEID,VEHICLETYPE,MANUFACTURERFULLNAMEID,MANUFACTURERFULLNAME,MAKEID,MAKE,MODELID,MODEL,MODELYEAR,SERIES,TRIM,PLANTCOUNTRYID,PLANTCOUNTRY,PLANTSTATE,PLANTCITY,PLANTCOMPANYNAME,NONLANDUSEID,NONLANDUSE,NOTE,BODYCLASSID,BODYCLASS,GROSSVEHICLEWEIGHTRATINGFROMID,GROSSVEHICLEWEIGHTRATINGFROM,GROSSVEHICLEWEIGHTRATINGTOID,GROSSVEHICLEWEIGHTRATINGTO,TRAILERBODYTYPEID,TRAILERBODYTYPE,TRAILERTYPECONNECTIONID,TRAILERTYPECONNECTION,TRAILERLENGTHFT,OTHERTRAILERINFO,AXLESCOUNT,AXLECONFIGURATIONID,AXLECONFIGURATION
6,California,62027,2,1,1JJV532D*KL******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2019,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,62046,2,1,1JJV532D*JL******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2018,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,62112,2,1,1JJV532W*9L******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,2009,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,62124,2,1,5DN15442*9B******,2024-08-20 00:39:10,0,6,TRAILER,8543,WESTERN TRAILER COMPANY,3808,WESTERN TRAILER COMPANY,8295,Western Trailer Company,2009,,,6,UNITED STATES (USA),IDAHO,BOISE,Western Trailer Company,,,,61,Trailer,,,,,83,Pup Trailer,4,Straight Semi/Semi Trailer,44.000,Transfer (Express Belt),2,,
6,California,62131,2,1,1UYVS253*R6******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2024,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,62184,2,1,1T0BS14S*LS******,2024-08-20 00:39:10,0,6,TRAILER,10836,TRAIL-RITE INC,7392,TRAIL-RITE,29521,Trail-Rite,2020,Standard,,6,UNITED STATES (USA),CALIFORNIA,SANTA ANA,,,,,61,Trailer,,,,,2,Boat Trailer,,,18.000,Chassis,,5,Single
6,California,62186,1,1,LJRC4626*H1******,2024-08-20 00:39:10,0,6,TRAILER,9950,"CIMC VEHICLES GROUP CO., LTD.",4101,CIMC VEHICLES GROUP CO,8811,CIMC VEHICLES GROUP CO,2017,,,8,CHINA,,SHENZHEN,,,,"GVWR = 30,000-34,990kg",61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,46.000,,2,,
6,California,62193,2,1,1GRAA062*6B******,2024-08-20 00:39:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2006,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Dry Freight/ Reefer/ Insulated Van,2,,
6,California,62210,2,1,1GRAA062*6T******,2024-08-20 00:39:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2006,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,,Effective 03/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Dry Freight/ Reefer/ Insulated Van,2,,
6,California,62214,1,1,1UYFS124*8A******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2008,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,24.000,,1,,
6,California,62214,1,2,1UYFF224*8A******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2008,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,1,Ball Type Pull,24.000,Full (pull),2,,
6,California,62223,3,1,1GRAA962*HB******,2024-08-20 00:39:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2017,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,48.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
6,California,62225,2,1,1UYVS253*GU******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,62234,2,1,1UYVS236*FU******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2015,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,36.000,,2,,
6,California,62237,1,1,5DN12482*4B******,2024-08-20 00:39:10,0,6,TRAILER,8543,WESTERN TRAILER COMPANY,3808,WESTERN TRAILER COMPANY,8295,Western Trailer Company,2004,,,6,UNITED STATES (USA),IDAHO,BOISE,Western Trailer Company,,,,61,Trailer,,,,,180,Hopper,4,Straight Semi/Semi Trailer,48.000,"Chip Trailer (Drop Center, Flat Floor)",2,,
6,California,62294,1,1,1JJV532W*7L******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,2007,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,62295,1,1,1LH930VH*J1******,2024-08-20 00:39:10,0,6,TRAILER,3729,"LANDOLL COMPANY, LLC",2123,LANDOLL CORPORATION,24427,930,2018,,,6,UNITED STATES (USA),KANSAS,MARYSVILLE,,,,Dual Wheels,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,5,Fifth Wheel,,"Single drop bed, four beam construction, hydraulic slider tandem axles (25,999 lb capacity) with anti-lock brakes, to lower traveling tail. GVWR 86,300 pounds (39,146 kg)",,3,Tandem
6,California,62307,1,1,3H6KL432*L3******,2024-08-20 00:39:10,0,6,TRAILER,6179,"POLAR TANK TRAILER, LLC",2921,POLAR TANK TRAILER,6874,Polar Tank Trailer,2020,AL ASPHALT,,12,MEXICO,CHIHUAHUA,,,,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,43.000,,2,,
6,California,62321,2,1,527SR532*NL******,2024-08-20 00:39:10,0,6,TRAILER,6703,CIMC REEFER TRAILER INC.,1561,"CIMC REEFER TRAILER,INC",4978,"CIMC REEFER TRAILER,INC.",2022,,,6,UNITED STATES (USA),CALIFORNIA,LOS ANGELES,"CIMC Reefer Trailer,Inc",,,,61,Trailer,,,,,59,Van/Covered Cargo/Enclosed,4,Straight Semi/Semi Trailer,53.000,Reefer Van Trailer,2,,
6,California,62325,2,1,4FBBC202*Y1******,2024-08-20 00:39:10,0,6,TRAILER,10629,SPORT BOAT TRAILERS INC.,3390,SPORT BOAT TRAILERS,7677,Sport Boat Trailers,2000,Custom,,6,UNITED STATES (USA),CALIFORNIA,SANTA CLARA,,,,,61,Trailer,,,,,2,Boat Trailer,,,20.000,,2,,
6,California,62333,3,1,5MATA252*PP******,2024-08-20 00:39:10,0,6,TRAILER,5950,"MAC TRAILER MFG, INC.",6826,MAC TRAILER MANUFACTURING,18288,MAC TRAILER MANUFACTURING,2023,,,6,UNITED STATES (USA),OREGON,PORTLAND,"Portland, Oregon",,,,61,Trailer,,,,,15,Tank Trailer,6,Kingpin,25.000,PNEUMATIC DRY BULK TRAILER,2,,
6,California,62342,1,1,1RNF48A2*PR******,2024-08-20 00:39:10,0,6,TRAILER,3579,"REITNOUER, INC.",5594,REITNOUER INC,14493,Reitnouer Inc Trailers,2023,,,6,UNITED STATES (USA),PENNSYLVANIA,READING,,,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,Airride,2,,
6,California,62357,3,1,3H3V532K*NJ******,2024-08-20 00:39:10,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2022,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,Body Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,,2,,
6,California,62361,2,1,16WTE402*9A******,2024-08-20 00:39:10,0,6,TRAILER,2208,CERTIFIED STAINLESS SERVICES INC DBA WESTMARK,1771,WEST-MARK,5206,"Certified Stainless Services, Inc dba West-Mark",2009,,,6,UNITED STATES (USA),CALIFORNIA,ATWATER,,,,,61,Trailer,,,,,15,Tank Trailer,,,40.000,NON-SPEC,2,,
6,California,62366,1,1,1KKVD281*8L******,2024-08-20 00:39:10,0,6,TRAILER,2340,KENTUCKY MANUFACTURING CO.,2048,KENTUCKY,30821,Drop Trailer,2008,,,6,UNITED STATES (USA),KENTUCKY,LOUISVILLE,Kentucky Manufacturing Co.,,,,61,Trailer,,,,,59,Van/Covered Cargo/Enclosed,,,28.000,Van Trailer,1,,
6,California,62369,1,1,1UYVS253*K7******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2019,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,62371,1,1,1UYVS253*7P******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2007,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,62494,2,1,13N14610*G1******,2024-08-20 00:39:10,0,6,TRAILER,12268,FONTAINE COMMERCIAL TRAILER INC.,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2016,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,,Optional Features: None,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,46.000,,1,,
6,California,62510,2,1,1RND53A2*8R******,2024-08-20 00:39:10,0,6,TRAILER,3579,"REITNOUER, INC.",5594,REITNOUER INC,14493,Reitnouer Inc Trailers,2008,,,6,UNITED STATES (USA),PENNSYLVANIA,READING,,,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,61,Drop Deck Trailer,6,Kingpin,53.000,Airride,2,,
6,California,62528,1,1,1UYVS253*4P******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2004,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,62564,2,1,1JJV281D*AL******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2010,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,28.000,,1,,
6,California,62564,2,2,1JJV281W*9L******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,2009,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,28.000,,1,,
6,California,62573,2,1,1JJV532D*FL******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2015,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,62627,2,1,1BN1T252*9P******,2024-08-20 00:39:10,0,6,TRAILER,4571,"BEALL MANUFACTURING, INC.",4862,BEALL TRAILERS,11201,Beall Trailers,2009,,,6,UNITED STATES (USA),OREGON,PORTLAND,,,,,61,Trailer,,,,,15,Tank Trailer,14,Bumper Pull,25.000,,2,,
6,California,62631,2,1,10BAAA23*KP******,2024-08-20 00:39:10,0,6,TRAILER,5083,BRENNER TANK LLC,8089,BRENNER,32631,DOT/TC Specification,2019,406/407/412/331/338/ETM,,6,UNITED STATES (USA),OREGON,PORTLAND,,,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,,Length of Trailer: 40-50 feet,2,,
6,California,62635,1,1,3H3V532C*CT******,2024-08-20 00:39:10,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2012,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
6,California,62660,2,1,16VDX142*H5******,2024-08-20 00:39:10,0,6,TRAILER,9132,"BIG TEX TRAILER MANUFACTURING, LLC",1136,BIG TEX,5625,Big Tex,2017,,,6,UNITED STATES (USA),OKLAHOMA,MADILL,"Big Tex Trailer Manufacturing, Inc.",,,,61,Trailer,,,,,16,Utility Trailer,,,14.000,Dump Trailer,2,,
6,California,62670,2,1,5MC11142*7P******,2024-08-20 00:39:10,0,6,TRAILER,5772,"MANAC TRAILERS USA, INC.",3896,MANAC TRAILERS USA,8528,Manac,2007,Steel,,6,UNITED STATES (USA),MISSOURI,ORAN,"Manac Trailers USA, Inc.",,,,61,Trailer,,,,,33,Grain Trailer,,,,Bottom Dump Trailer,2,,
6,California,62689,1,1,7G5TS131*JA******,2024-08-20 00:39:10,0,6,TRAILER,5256,"COLUMBIA NORTHWEST, INC.",1795,COLUMBIA NORTHWEST,5244,COLUMBIA NORTHWEST,2018,,,6,UNITED STATES (USA),PENNSYLVANIA,MT. PLEASANT,,,,,61,Trailer,,,,,21,Travel Trailer,1,Ball Type Pull,13.000,,1,,
6,California,62721,2,1,4YMBU121*MN******,2024-08-20 00:39:10,0,6,TRAILER,13315,"CARRY-ON TRAILER, INC.",4933,CARRY-ON TRAILER,12040,Carry-On Trailer,2021,,,6,UNITED STATES (USA),NEVADA,WINNEMUCCA,,,,,61,Trailer,,,,,32,Open Bed Trailer,1,Ball Type Pull,12.000,,1,,
6,California,62733,1,1,5WWBD142*L6******,2024-08-20 00:39:10,0,6,TRAILER,7833,DELCO TRAILERS,758,DELCO TRAILERS,3926,Delco Trailers,2020,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,14,Bumper Pull,14.000,,2,,
6,California,62733,4,1,1UYVS248*5P******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2005,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
6,California,62777,2,1,16VDX122*A2******,2024-08-20 00:39:10,0,6,TRAILER,9132,"BIG TEX TRAILER MANUFACTURING, LLC",1136,BIG TEX,5625,Big Tex,2010,,,6,UNITED STATES (USA),TEXAS,MOUNT PLEASANT,"Big Tex Trailer Manufacturing, Inc.",,,,61,Trailer,,,,,16,Utility Trailer,,,12.000,,2,,
6,California,62852,2,1,1UYVS253*GP******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,62885,2,1,4C91C121*MC350***,2024-08-20 00:39:10,0,6,TRAILER,7609,CLASSIC TRAILERS SD,1682,CLASSIC TRAILERS SD,5090,CLASSIC TRAILERS SD,2021,,,6,UNITED STATES (USA),CALIFORNIA,CHULA VISTA,,,,,61,Trailer,,,,,10,Camper Trailer,1,Ball Type Pull,12.000,,1,,
6,California,62959,1,1,3H3V532K*NJ******,2024-08-20 00:39:10,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2022,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,Body Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,,2,,
6,California,62961,3,1,1W1K5452*M6******,2024-08-20 00:39:10,0,6,TRAILER,11681,WILSON TRAILER CO.,10450,WILSON,27561,Wilson,2021,,,6,UNITED STATES (USA),MISSOURI,MOBERLY,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,45.000,,2,,
6,California,62965,1,1,5DN15442*MB******,2024-08-20 00:39:10,0,6,TRAILER,8543,WESTERN TRAILER COMPANY,3808,WESTERN TRAILER COMPANY,8295,Western Trailer Company,2021,,,6,UNITED STATES (USA),IDAHO,BOISE,Western Trailer Company,,,,61,Trailer,,,,,83,Pup Trailer,4,Straight Semi/Semi Trailer,44.000,Transfer (Express Belt),2,,
6,California,62981,2,1,1PTF71TH*P9******,2024-08-20 00:39:10,0,6,TRAILER,3233,TRAILMOBILE (PULLMAN INCORPORATED),6072,TRAILMOBILE,15904,Trailmobile Trailer,2023,Eastern Series Platforms,,6,UNITED STATES (USA),ILLINOIS,CHARLESTON,,,,,61,Trailer,,,,,,,,,,Straight Frame,,3,Tandem
6,California,62986,2,1,1TTF4520*X2******,2024-08-20 00:39:10,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,28401,Transcraft,1999,,,6,UNITED STATES (USA),KENTUCKY,MOUNT STERLING,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,45.000,Platform,2,,
6,California,63001,1,1,1UYVS253*N3******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2022,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,63012,1,1,1UYVS133*AU******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2010,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,33.000,,1,,
6,California,63059,2,1,1W16482A*K5******,2024-08-20 00:39:10,0,6,TRAILER,11681,WILSON TRAILER CO.,10450,WILSON,27561,Wilson,2019,,,6,UNITED STATES (USA),SOUTH DAKOTA,YANKTON,,,,Type of suspension: Air Ride,61,Trailer,,,,,53,Livestock - Cattle Trailer,,,48.000,,2,,
6,California,63098,2,1,7G71BD52*JF******,2024-08-20 00:39:10,0,6,TRAILER,15913,"IPT, INC.",5471,"IPT, INC",14209,Iron Panther,2018,,,6,UNITED STATES (USA),CALIFORNIA,FRESNO,,,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,1,Ball Type Pull,14.000,,2,,
6,California,63151,2,1,1W17222S*G5******,2024-08-20 00:39:10,0,6,TRAILER,11681,WILSON TRAILER CO.,10450,WILSON,27561,Wilson,2016,,,6,UNITED STATES (USA),SOUTH DAKOTA,YANKTON,,,,,61,Trailer,,,,,101,Other,3,Gooseneck,22.000,Type of suspension: Spring,2,,
6,California,63190,1,1,4HXBS182*KC******,2024-08-20 00:39:10,0,6,TRAILER,6639,"CARSON TRAILER, INC.",6799,CARSON TRAILER,18243,Carson Trailer,2019,,,6,UNITED STATES (USA),CALIFORNIA,GARDENA,,,,,61,Trailer,,,,,3,Car Hauler Trailer,14,Bumper Pull,18.000,Standard / Flatbed - Heavy Duty,2,,
6,California,63195,2,1,1JJV532D*CL******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2012,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,63197,2,1,1GRAA561*BB******,2024-08-20 00:39:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2011,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,59,Van/Covered Cargo/Enclosed,4,Straight Semi/Semi Trailer,28.000,Dry Freight/ Reefer/ Insulated Van,1,,
6,California,63221,2,1,1JJV532D*CL******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2012,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,63235,2,1,13N14820*F1******,2024-08-20 00:39:10,0,6,TRAILER,12268,FONTAINE COMMERCIAL TRAILER INC.,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2015,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,,Optional Features: None,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,,2,,
6,California,63313,3,1,4YMBC121*KR******,2024-08-20 00:39:10,0,6,TRAILER,13315,"CARRY-ON TRAILER, INC.",4933,CARRY-ON TRAILER,12040,Carry-On Trailer,2019,,,6,UNITED STATES (USA),OREGON,COBERG,,,,,61,Trailer,,,,,160,Cargo Trailer,1,Ball Type Pull,12.000,,1,,
6,California,63333,2,1,3H3X462S*YT******,2024-08-20 00:39:10,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2000,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,,,,,46.000,Material: Steel,2,,
6,California,63340,1,1,13N14520*N1******,2024-08-20 00:39:10,0,6,TRAILER,12268,FONTAINE COMMERCIAL TRAILER INC.,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2022,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,,Optional Features: None,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,45.000,,2,,
6,California,63354,2,1,527SR532*EM******,2024-08-20 00:39:10,0,6,TRAILER,6703,CIMC REEFER TRAILER INC.,1561,"CIMC REEFER TRAILER,INC",4978,"CIMC REEFER TRAILER,INC.",2014,,,6,UNITED STATES (USA),INDIANA,MONON,"CIMC Reefer Trailer,Inc",,,,61,Trailer,,,,,59,Van/Covered Cargo/Enclosed,4,Straight Semi/Semi Trailer,53.000,Reefer Van Trailer,2,,
6,California,63402,2,1,1LH930VH*P1******,2024-08-20 00:39:10,0,6,TRAILER,3729,"LANDOLL COMPANY, LLC",2123,LANDOLL CORPORATION,28252,930E,2023,,,6,UNITED STATES (USA),KANSAS,MARYSVILLE,,,,Dual Wheels,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,5,Fifth Wheel,,"Fifth wheel trailer with single drop bed, four beam construction, gooseneck outer frame beam, 8 inch crossmember spacing, bolt-on toolbox, high flow hydraulic slider tandem axles (25,000 lb capacity) with anti-lock brakes to lower traveling tail. Updated Grote LED electrical system, centralized grease system, Brand remote & disc brake axles are optional. GVWR 86,300 pounds (39,146 kg).",,3,Tandem
6,California,63419,3,1,4HXHD162*AC******,2024-08-20 00:39:10,0,6,TRAILER,6639,"CARSON TRAILER, INC.",6799,CARSON TRAILER,18243,Carson Trailer,2010,,,6,UNITED STATES (USA),CALIFORNIA,GARDENA,,,,,61,Trailer,,,,,16,Utility Trailer,,,16.000,,2,,
6,California,63522,2,1,4HXDC182*8C******,2024-08-20 00:39:10,0,6,TRAILER,6639,"CARSON TRAILER, INC.",6799,CARSON TRAILER,18243,Carson Trailer,2008,,,6,UNITED STATES (USA),CALIFORNIA,GARDENA,,,,,61,Trailer,,,,,16,Utility Trailer,,,18.000,,2,,
6,California,63549,1,1,7PVBC363*RD******,2024-08-20 00:39:10,0,6,TRAILER,19933,"NATIONCRAFT, LLC",10587,NATIONCRAFT,27821,NATIONCRAFT,2024,,,6,UNITED STATES (USA),GEORGIA,DOUGLAS,,,,,61,Trailer,,,,,3,Car Hauler Trailer,1,Ball Type Pull,36.000,,3,,
6,California,63609,1,1,1UYVS253*N7******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2022,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,63630,1,1,1UYVS253*J2******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
8,Colorado,80010,2,1,1TDH4222*PB******,2024-08-22 01:57:40,0,6,TRAILER,8330,TIMPTE INC.,5331,"TIMPTE, INC",13636,Timpte,2023,,,6,UNITED STATES (USA),NEBRASKA,DAVID CITY,,,,"Seventh VIN position indicates the additional length of the trailer to the nearest inch up to 9 inches. If the additional length is 10 inches or more the seventh character is zero (0) and the sixth character will be increased to the next foot. For example : a 42ft 9in trailer will be represent in VIN position 5, 6 & 7 as ""429"" and a 42ft 10in. trailer will be represented in VIN position 5 , 6 & 7 as ""430"" respectively.",61,Trailer,,,,,174,Dry Bulk Trailer,,,42.000,Bottom Hopper,2,,
