STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VEHICLEDESCRIPTOR,VINDECODEDON,VINDECODEERROR,VEHICLETYPEID,VEHICLETYPE,MANUFACTURERFULLNAMEID,MANUFACTURERFULLNAME,MAKEID,MAKE,MODELID,MODEL,MODELYEAR,SERIES,TRIM,PLANTCOUNTRYID,PLANTCOUNTRY,PLANTSTATE,PLANTCITY,PLANTCOMPANYNAME,NONLANDUSEID,NONLANDUSE,NOTE,BODYCLASSID,BODYCLASS,GROSSVEHICLEWEIGHTRATINGFROMID,GROSSVEHICLEWEIGHTRATINGFROM,GROSSVEHICLEWEIGHTRATINGTOID,GROSSVEHICLEWEIGHTRATINGTO,TRAILERBODYTYPEID,TRAILERBODYTYPE,TRAILERTYPECONNECTIONID,TRAILERTYPECONNECTION,TRAILERLENGTHFT,OTHERTRAILERINFO,AXLESCOUNT,AXLECONFIGURATIONID,AXLECONFIGURATION
8,Colorado,80016,1,1,4P5FD402*E1******,2024-08-22 01:57:40,0,6,TRAILER,16013,"PJ TRAILERS MANUFACTURING, INC.",6060,PJ,28324,PJ,2014,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,30,Other,40.000,Variable HITCH based on Size/Type of Trailer,2,,
8,Colorado,80021,3,1,5NHUCMF2*8N******,2024-08-22 01:57:40,0,6,TRAILER,1084,"FOREST RIVER, INC.",531,FOREST RIVER,2389,Cardinal Towables,2008,,,6,UNITED STATES (USA),INDIANA,ELKHART,,,,29618 C.R. 12,61,Trailer,,,,,16,Utility Trailer,,,30.000,,2,,
8,Colorado,80047,1,1,4YMBU101*KN******,2024-08-22 01:57:40,0,6,TRAILER,13315,"CARRY-ON TRAILER, INC.",4933,CARRY-ON TRAILER,12040,Carry-On Trailer,2019,,,6,UNITED STATES (USA),NEVADA,WINNEMUCCA,,,,,61,Trailer,,,,,32,Open Bed Trailer,1,Ball Type Pull,10.000,,1,,
8,Colorado,80048,2,1,3H3V482C*8T******,2024-08-22 01:57:40,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2008,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,48.000,Material: Aluminum/Steel,2,,
8,Colorado,80049,1,1,1JJV532D*KL******,2024-08-22 01:57:40,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2019,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
8,Colorado,80054,2,1,LJRC4326*H1******,2024-08-22 01:57:40,0,6,TRAILER,9950,"CIMC VEHICLES GROUP CO., LTD.",4101,CIMC VEHICLES GROUP CO,8811,CIMC VEHICLES GROUP CO,2017,,,8,CHINA,,SHENZHEN,,,,"GVWR = 30,000-34,990kg",61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,43.000,,2,,
8,Colorado,80073,2,1,591SD382*KR******,2024-08-22 01:57:40,0,6,TRAILER,7719,"DRAGON ESP, LTD",1415,DRAGON ESP,4763,Dragon ESP,2019,,,6,UNITED STATES (USA),COLORADO,LAMAR,,,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,4,Straight Semi/Semi Trailer,38.000,,2,,
8,Colorado,80109,2,1,1GRAA062*7T******,2024-08-22 01:57:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2007,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,,Effective 03/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Dry Freight/ Reefer/ Insulated Van,2,,
8,Colorado,80114,2,1,1UNST422*7L******,2024-08-22 01:57:40,0,6,TRAILER,1739,"DRAGON PRODUCTS, LLC",956,DRAGON PRODUCTS,4976,Dragon Products,2007,,,6,UNITED STATES (USA),TEXAS,LAPORTE,,,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,42.000,,2,,
8,Colorado,80123,2,1,1P9CD382*JN343***,2024-08-22 01:57:40,0,6,TRAILER,8027,PRATT INDUSTRIES (US) LLC,3015,PRATT INDUSTRIES,7027,Pratt Industries,2018,,,6,UNITED STATES (USA),MICHIGAN,NILES,,,,,61,Trailer,,,,,109,Container Chassis/Container Trailer,4,Straight Semi/Semi Trailer,38.000,Double Drop Body,2,,
8,Colorado,80127,2,1,3H3V532C*LT******,2024-08-22 01:57:40,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2020,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
8,Colorado,80147,1,1,1TTE532A*K3******,2024-08-22 01:57:40,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,12051,BENSON/WABASH,27664,Aluminium Flatbed,2019,,,6,UNITED STATES (USA),KENTUCKY,CADIZ,,,,,61,Trailer,,,,,61,Drop Deck Trailer,6,Kingpin,53.000,,2,,
8,Colorado,80151,2,1,4YMGC302*KG******,2024-08-22 01:57:40,0,6,TRAILER,13315,"CARRY-ON TRAILER, INC.",4933,CARRY-ON TRAILER,12040,Carry-On Trailer,2019,,,6,UNITED STATES (USA),GEORGIA,LAONIA,,,,,61,Trailer,,,,,160,Cargo Trailer,3,Gooseneck,30.000,,2,,
8,Colorado,80151,3,1,4P5CC202*C1******,2024-08-22 01:57:40,0,6,TRAILER,16013,"PJ TRAILERS MANUFACTURING, INC.",6060,PJ,28324,PJ,2012,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,,,61,Trailer,,,,,23,Equipment Trailer,30,Other,20.000,Variable HITCH based on Size/Type of Trailer,2,,
8,Colorado,80171,3,1,1TTF482S*L3******,2024-08-22 01:57:40,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,12050,TRANSCRAFT/WABASH,27662,Steel Flatbed,2020,,,6,UNITED STATES (USA),KENTUCKY,CADIZ,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,,2,,
8,Colorado,80185,2,1,3H3V532C*LR******,2024-08-22 01:57:40,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2020,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
8,Colorado,80215,1,1,1PMA3442*71******,2024-08-22 01:57:40,0,6,TRAILER,6179,"POLAR TANK TRAILER, LLC",2921,POLAR TANK TRAILER,6874,Polar Tank Trailer,2007,,,6,UNITED STATES (USA),MINNESOTA,OPOLE,,,,,61,Trailer,,,,,15,Tank Trailer,30,Other,44.000,Vessel Code: DOT 407,2,,
8,Colorado,80244,2,1,5SV2412A*92******,2024-08-22 01:57:40,0,6,TRAILER,12270,FONTAINE MILITARY PRODUCTS,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2009,,,6,UNITED STATES (USA),ALABAMA,JASPER,,,,Optional Features: Twist Locks added for Containers,61,Trailer,,,,,61,Drop Deck Trailer,,,41.000,,2,,
8,Colorado,80281,2,1,13SZA312*41******,2024-08-22 01:57:40,0,6,TRAILER,3005,"SUNDOWNER TRAILERS, INC.",10097,SUNDOWNER,28419,ValueLite Living Quarters,2004,GN Slant,,6,UNITED STATES (USA),OKLAHOMA,COLEMAN,,,,,61,Trailer,,,,,,,3,Gooseneck,31.000,,2,,
8,Colorado,80323,2,1,4ZEDT142*91******,2024-08-22 01:57:40,0,6,TRAILER,3684,LOAD TRAIL LLC,2111,LOAD TRAIL,5874,Load Trail,2009,,,6,UNITED STATES (USA),TEXAS,SUMMER,,,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,,,14.000,,2,,
8,Colorado,80327,1,1,13N14820*F1******,2024-08-22 01:57:40,0,6,TRAILER,12268,FONTAINE COMMERCIAL TRAILER INC.,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2015,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,,Optional Features: None,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,,2,,
8,Colorado,80350,2,1,5C2BB32B*4M******,2024-08-22 01:57:40,0,6,TRAILER,15683,"CLEMENT INDUSTRIES, INC.",5405,CLEMENT INDUSTRIES,13961,Clement,2004,,,6,UNITED STATES (USA),LOUISIANA,MINDEN,"Clement Industries, Inc",,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,4,Straight Semi/Semi Trailer,32.000,Frameless Semi End Dump,2,3,Tandem
8,Colorado,80354,2,1,1TTF532C*P3******,2024-08-22 01:57:40,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,12050,TRANSCRAFT/WABASH,27663,Combo Steel/Alum Flatbed,2023,,,6,UNITED STATES (USA),KENTUCKY,CADIZ,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,53.000,Eagle II Extendable Flatbed,2,,
8,Colorado,80383,1,1,1TTF4520*W1******,2024-08-22 01:57:40,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,28401,Transcraft,1998,,,6,UNITED STATES (USA),ILLINOIS,ANNA,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,45.000,Platform,2,,
8,Colorado,80387,1,1,13N1532C*H1******,2024-08-22 01:57:40,0,6,TRAILER,12268,FONTAINE COMMERCIAL TRAILER INC.,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2017,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,,Optional Features: Sliding Suspension,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,53.000,,2,,
8,Colorado,80423,2,1,46UFU141*J1******,2024-08-22 01:57:40,0,6,TRAILER,16231,"ROADCLIPPER ENTERPRISES, INC.",6469,DIAMOND C TRAILER MFG.,17772,Diamond C Trailer Mfg.,1988,,,6,UNITED STATES (USA),TEXAS,MT. PLEASANT,,,,,61,Trailer,,,,,16,Utility Trailer,,,14.000,Flatbed,1,,
8,Colorado,80431,2,1,1JJV532F*WF******,2024-08-22 01:57:40,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4963,FRUEHUAF,12125,Fruehuaf,1998,,,6,UNITED STATES (USA),IOWA,FORT MADISON,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
8,Colorado,80436,1,1,1TKH0143*KM******,2024-08-22 01:57:40,0,6,TRAILER,13498,TRAIL KING INDUSTRIES,3251,TRAIL KING INDUSTRIES,7386,TRAIL KING INDUSTRIES,2019,,,6,UNITED STATES (USA),SOUTH DAKOTA,MITCHELL,,,,"Trailer Length: Inverted Hoist = Add 2FT (but leave the unit part # as is) / Extend Apron = Add 1 FT (if apron 14"" extended floor plate)",61,Trailer,,,,,111,Special Design Trailer,,,14.000,"Specialized (All Extendables, ACD, 130,000 lb. capacity and up, OEMs)",3,,
8,Colorado,80436,1,2,1TKR0051*JM******,2024-08-22 01:57:40,0,6,TRAILER,13498,TRAIL KING INDUSTRIES,3251,TRAIL KING INDUSTRIES,7386,TRAIL KING INDUSTRIES,2018,,,6,UNITED STATES (USA),SOUTH DAKOTA,MITCHELL,,,,"Trailer Length: Inverted Hoist = Add 2FT (but leave the unit part # as is) / Extend Apron = Add 1 FT (if apron 14"" extended floor plate)",61,Trailer,,,,,45,Dolly,,,5.000,"Miscellaneous (Jeeps, Boosters, Flip axles, Convertor Dollies)",1,,
8,Colorado,80444,2,1,1JJV532D*PL******,2024-08-22 01:57:40,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2023,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,,2,,
8,Colorado,80463,2,1,1W1K6533*M5******,2024-08-22 01:57:40,0,6,TRAILER,11681,WILSON TRAILER CO.,10450,WILSON,27561,Wilson,2021,,,6,UNITED STATES (USA),SOUTH DAKOTA,YANKTON,,,,,61,Trailer,,,,,13,Livestock Trailer,6,Kingpin,53.000,,3,,
8,Colorado,80475,2,1,LJRC4326*H1******,2024-08-22 01:57:40,0,6,TRAILER,9950,"CIMC VEHICLES GROUP CO., LTD.",4101,CIMC VEHICLES GROUP CO,8811,CIMC VEHICLES GROUP CO,2017,,,8,CHINA,,SHENZHEN,,,,"GVWR = 30,000-34,990kg",61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,43.000,,2,,
8,Colorado,80482,2,1,4ZEGP302*F1******,2024-08-22 01:57:40,0,6,TRAILER,3684,LOAD TRAIL LLC,2111,LOAD TRAIL,5874,Load Trail,2015,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,3,Gooseneck,30.000,Low Profile,2,,
8,Colorado,80487,1,1,1GR1P062*NT******,2024-08-22 01:57:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2022,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,,,61,Trailer,,,,,,,6,Kingpin,53.000,"Semitrailer - dry freight, reefer, or insulated van",2,,
8,Colorado,80491,2,1,1HHRTX42*7M******,2024-08-22 01:57:40,0,6,TRAILER,5518,"HACKNEY AND SONS, INC.",5125,"HACKNEY AND SONS, INC.",18775,RTX,2007,,,6,UNITED STATES (USA),,,HSM,,,Pallet-loaded with side opening compartment (bays) for the pallets.,61,Trailer,,,,,,,6,Kingpin,,40ft < 45ft,2,,
8,Colorado,80494,1,1,1GRAP062*GC******,2024-08-22 01:57:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2016,,,1,CANADA,ONTARIO,QUINTE WEST,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
8,Colorado,80510,1,1,4U01C182*YA******,2024-08-22 01:57:40,0,6,TRAILER,4823,"J & L'S CARGO EXPRESS, INC.",6708,"J & L'S CARGO EXPRESS, INC.",18118,CARGO EXPRESS,2000,,,6,UNITED STATES (USA),INDIANA,BRISTOL,,,,,61,Trailer,,,,,16,Utility Trailer,,,18.000,,2,,
8,Colorado,80510,2,1,1JJV532W*7L******,2024-08-22 01:57:40,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,2007,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
8,Colorado,80516,2,1,46UFU182*Y1******,2024-08-22 01:57:40,0,6,TRAILER,16231,"ROADCLIPPER ENTERPRISES, INC.",6469,DIAMOND C TRAILER MFG.,17772,Diamond C Trailer Mfg.,2000,,,6,UNITED STATES (USA),TEXAS,MT. PLEASANT,,,,,61,Trailer,,,,,16,Utility Trailer,,,18.000,Flatbed,2,,
8,Colorado,80539,1,1,3H3V532C*LR******,2024-08-22 01:57:40,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2020,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
8,Colorado,80540,2,1,1UYVS253*GM******,2024-08-22 01:57:40,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
8,Colorado,80577,1,1,5CLHG302*FR******,2024-08-22 01:57:40,0,6,TRAILER,5386,"DALTON ENTERPRISES, INC.",5670,ADAM TRAILERS,14778,Adam Trailers,2015,,,6,UNITED STATES (USA),VIRGINIA,RURAL RETREAT,,,,,61,Trailer,,,,,14,Horse Trailer,3,Gooseneck,30.000,,2,,
8,Colorado,80594,2,1,1UYVS253*L6******,2024-08-22 01:57:40,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2020,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
8,Colorado,80622,2,1,5JW0E162*PT******,2024-08-22 01:57:40,0,6,TRAILER,9916,NOVAE LLC,11605,LOOK TRAILERS,30028,Look Trailers,2023,,,6,UNITED STATES (USA),UTAH,SPRINGVILLE,,,,,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,16.000,,2,,
8,Colorado,80637,2,1,13SSJ322*F1******,2024-08-22 01:57:40,0,6,TRAILER,3005,"SUNDOWNER TRAILERS, INC.",10097,SUNDOWNER,28415,Steel,2015,Wrangler,,6,UNITED STATES (USA),OKLAHOMA,COLEMAN,,,,,61,Trailer,,,,,,,,,32.000,,2,,
8,Colorado,80661,1,1,1GR1A062*RK******,2024-08-22 01:57:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2024,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,,,,61,Trailer,,,,,,,6,Kingpin,53.000,"Semitrailer - dry freight, reefer, or insulated van",2,,
8,Colorado,80667,1,1,5PSBB141*HA******,2024-08-22 01:57:40,0,6,TRAILER,8930,"ECHO TRAILERS, LLC",1420,ECHO TRAILER,4768,Echo Trailer,2017,,,8,CHINA,,,,,,,61,Trailer,,,,,2,Boat Trailer,1,Ball Type Pull,14.000,,1,,
9,Connecticut,90015,1,1,5N6200F2*51******,2024-08-22 01:57:40,0,6,TRAILER,7831,AMERICAN HAULER INC,3920,AMERICAN HAULER,8549,American Hauler,2005,,,6,UNITED STATES (USA),INDIANA,ELKHART,,,,,61,Trailer,,,,,,,14,Bumper Pull,,Trailer Length (feet): 14' to less than 16',2,,
9,Connecticut,90035,2,1,1UYVS253*J7******,2024-08-22 01:57:40,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
9,Connecticut,90056,1,1,LJRC4136*G1******,2024-08-22 01:57:40,0,6,TRAILER,9950,"CIMC VEHICLES GROUP CO., LTD.",4101,CIMC VEHICLES GROUP CO,8811,CIMC VEHICLES GROUP CO,2016,,,8,CHINA,,SHENZHEN,,,,"GVWR = 30,000-34,990kg",61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,41.000,,3,,
9,Connecticut,90148,2,1,1UYVS253*8G******,2024-08-22 01:57:40,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2008,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
9,Connecticut,90158,2,1,1JJV281D*LL******,2024-08-22 01:57:40,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2020,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,28.000,,1,,
9,Connecticut,90158,2,2,1JJV281D*NL******,2024-08-22 01:57:40,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2022,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,6,Kingpin,28.000,,1,,
9,Connecticut,90171,1,1,5V8VA532*7M******,2024-08-22 01:57:40,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORTATION,6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2007,,,6,UNITED STATES (USA),INDIANA,MONON,,,,,61,Trailer,,,,,59,Van/Covered Cargo/Enclosed,,,53.000,Interior Post Aluminum Semi Trailer,2,3,Tandem
9,Connecticut,90275,1,1,1UYVS253*FM******,2024-08-22 01:57:40,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2015,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
10,Delaware,100035,1,1,1TTF5320*62******,2024-08-16 02:01:33,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,28401,Transcraft,2006,,,6,UNITED STATES (USA),KENTUCKY,MOUNT STERLING,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,53.000,Platform,2,,
10,Delaware,100045,1,1,1TTE533A*K3******,2024-08-16 02:01:33,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,12051,BENSON/WABASH,27664,Aluminium Flatbed,2019,,,6,UNITED STATES (USA),KENTUCKY,CADIZ,,,,,61,Trailer,,,,,61,Drop Deck Trailer,6,Kingpin,53.000,,3,,
10,Delaware,100068,1,1,5MAPA782*LH******,2024-08-16 02:01:33,1,6,TRAILER,5950,"MAC TRAILER MFG, INC.",6826,MAC TRAILER MANUFACTURING,18288,MAC TRAILER MANUFACTURING,2020,,,6,UNITED STATES (USA),OKLAHOMA,,OKLAHOMA 90,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,78.000,Body with Aluminum Frame,2,,
12,Florida,120027,2,1,1GRAA962*TS******,2024-08-22 01:57:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,1996,,,6,UNITED STATES (USA),GEORGIA,SAVANNAH,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,96.000,Dry Freight/ Reefer/ Insulated Van,2,,
12,Florida,120069,2,1,5GLBE202*JC******,2024-08-22 01:57:40,0,6,TRAILER,15975,G.T. EXPRESS ENTERPRISES. INC.,5570,EXPRESS TRAILERS INC,14388,Express Trailers Inc,2018,,,6,UNITED STATES (USA),FLORIDA,CLEARWATER,,,,,61,Trailer,,,,,5,Enclosed Trailer,14,Bumper Pull,20.000,,2,,
12,Florida,120086,2,1,5HTSN422*B7******,2024-08-22 01:57:40,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2011,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,,,Body Shape: Jet,61,Trailer,,,,,103,Bulk,,,42.000,Al Pneumatic,2,,
12,Florida,120086,3,1,1GR4M962*LH******,2024-08-22 01:57:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2020,,,6,UNITED STATES (USA),TENNESSEE,HUNTSVILLE,,,,,61,Trailer,,,,,,,6,Kingpin,48.000,Semitrailer - platform,2,,
12,Florida,120104,9,1,4YMBU081*HG******,2024-08-22 01:57:40,0,6,TRAILER,13315,"CARRY-ON TRAILER, INC.",4933,CARRY-ON TRAILER,12040,Carry-On Trailer,2017,,,6,UNITED STATES (USA),GEORGIA,LAONIA,,,,,61,Trailer,,,,,32,Open Bed Trailer,1,Ball Type Pull,8.000,,1,,
12,Florida,120129,2,1,LJRC4126*F1******,2024-08-22 01:57:40,0,6,TRAILER,9950,"CIMC VEHICLES GROUP CO., LTD.",4101,CIMC VEHICLES GROUP CO,8811,CIMC VEHICLES GROUP CO,2015,,,8,CHINA,,SHENZHEN,,,,"GVWR = 30,000-34,990kg",61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,41.000,,2,,
12,Florida,120159,1,1,5HTSN432*Y7******,2024-08-22 01:57:40,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2000,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,,,Body Shape: Jet,61,Trailer,,,,,103,Bulk,,,43.000,Al Pneumatic,2,,
12,Florida,120175,1,1,43ZBD142*J0******,2024-08-22 01:57:40,0,6,TRAILER,9978,"U-DUMP TRAILERS, LLC",7023,U-DUMP TRAILERS LLC,18655,U-Dump Trailers LLC,2018,,,6,UNITED STATES (USA),FLORIDA,OCALA,,,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,1,Ball Type Pull,14.000,,2,,
12,Florida,120227,2,1,1UYVS253*AU******,2024-08-22 01:57:40,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2010,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,120284,1,1,13N14830*71******,2024-08-22 01:57:40,0,6,TRAILER,12268,FONTAINE COMMERCIAL TRAILER INC.,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2007,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,,Optional Features: None,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,,3,,
12,Florida,120284,2,1,1UYVS253*J7******,2024-08-22 01:57:40,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,120295,2,1,1TTE532A*D3******,2024-08-22 01:57:40,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,12051,BENSON/WABASH,27664,Aluminium Flatbed,2013,,,6,UNITED STATES (USA),KENTUCKY,CADIZ,,,,,61,Trailer,,,,,61,Drop Deck Trailer,6,Kingpin,53.000,,2,,
12,Florida,120307,2,1,1UYFS248*2A******,2024-08-22 01:57:40,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2002,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
12,Florida,120323,2,1,1JJV532W*6L******,2024-08-22 01:57:40,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,2006,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
